segment_id,track_id,geolocation_type,geolocation_id,sensor_id,snr_type,date_index,target_type
2048504,265081,D,7,11,SynthSNR,3,human
30770,254834,D,6,8,HighSNR,2,human
24678,251602,C,5,6,HighSNR,4,human
42374,261437,D,6,10,HighSNR,2,human
2000914,910,A,3,3,SynthSNR,14,animal
2027109,252567,C,5,7,SynthSNR,4,human
30643,254807,D,6,8,HighSNR,2,human
2060275,278475,D,7,13,SynthSNR,3,human
37181,258981,D,6,9,HighSNR,2,human
2034663,255924,D,6,8,SynthSNR,2,human
2053459,271078,D,7,12,SynthSNR,3,human
38194,260363,D,6,9,HighSNR,2,human
2026608,252319,C,5,6,SynthSNR,4,human
27141,252597,C,5,7,HighSNR,4,human
30155,254709,D,6,8,HighSNR,2,human
2001317,1074,A,3,3,SynthSNR,15,animal
2020393,249995,C,5,5,SynthSNR,4,human
60411,278479,D,7,13,HighSNR,3,human
2018611,249010,C,5,5,SynthSNR,4,human
3849,937,A,3,3,LowSNR,14,animal
26039,251988,C,5,6,HighSNR,4,human
2043512,261916,D,6,10,SynthSNR,2,human
22119,250921,C,5,6,HighSNR,4,human
16616,248110,C,5,5,HighSNR,4,human
2037952,260198,D,6,9,SynthSNR,2,human
2027265,252670,C,5,7,SynthSNR,4,human
18826,249164,C,5,5,HighSNR,4,human
33269,255581,D,6,8,HighSNR,2,human
2026129,252029,C,5,6,SynthSNR,4,human
2062109,279847,D,7,13,SynthSNR,3,human
2039570,260814,D,6,10,SynthSNR,2,human
63977,281139,D,7,13,HighSNR,3,human
2045370,263101,D,7,11,SynthSNR,3,human
32055,255272,D,6,8,HighSNR,2,human
27601,252779,C,5,7,HighSNR,4,human
2032237,255325,D,6,8,SynthSNR,2,human
36997,258908,D,6,9,HighSNR,2,human
2042499,261475,D,6,10,SynthSNR,2,human
40257,261035,D,6,10,HighSNR,2,human
29419,254030,C,5,7,HighSNR,4,human
2005901,40,C,1,1,SynthSNR,27,human
61475,279271,D,7,13,HighSNR,3,human
2016564,248066,C,5,5,SynthSNR,4,human
2034698,255943,D,6,8,SynthSNR,2,human
2001620,1424,A,3,3,SynthSNR,20,animal
2058867,277242,D,7,13,SynthSNR,3,human
49334,265613,D,7,11,HighSNR,3,human
49628,266074,D,7,11,HighSNR,3,human
2025783,251933,C,5,6,SynthSNR,4,human
2051180,268634,D,7,12,SynthSNR,3,human
2022679,251029,C,5,6,SynthSNR,4,human
2044328,262224,D,6,10,SynthSNR,2,human
43981,262116,D,6,10,HighSNR,2,human
32890,255481,D,6,8,HighSNR,2,human
3046,710,A,3,3,LowSNR,11,animal
2047706,264439,D,7,11,SynthSNR,3,human
2031658,255168,D,6,8,SynthSNR,2,human
34740,255951,D,6,8,HighSNR,2,human
2017833,248699,C,5,5,SynthSNR,4,human
2064219,281472,D,7,13,SynthSNR,3,human
54665,272250,D,7,12,HighSNR,3,human
59064,277480,D,7,13,HighSNR,3,human
2022615,251022,C,5,6,SynthSNR,4,human
29848,254426,C,5,7,HighSNR,4,human
49687,266142,D,7,11,HighSNR,3,human
2412,512,A,3,3,LowSNR,7,animal
53146,270497,D,7,12,HighSNR,3,human
2047139,264225,D,7,11,SynthSNR,3,human
2017965,248785,C,5,5,SynthSNR,4,human
2063144,280879,D,7,13,SynthSNR,3,human
2059310,277613,D,7,13,SynthSNR,3,human
2061129,278801,D,7,13,SynthSNR,3,human
2051312,268703,D,7,12,SynthSNR,3,human
2019748,249545,C,5,5,SynthSNR,4,human
30705,254829,D,6,8,HighSNR,2,human
2037990,260235,D,6,9,SynthSNR,2,human
6470,285,D,4,4,HighSNR,31,human
17087,248378,C,5,5,HighSNR,4,human
22116,250921,C,5,6,HighSNR,4,human
52245,269771,D,7,12,HighSNR,3,human
2025535,251847,C,5,6,SynthSNR,4,human
48053,264647,D,7,11,HighSNR,3,human
2053954,271495,D,7,12,SynthSNR,3,human
2023361,251284,C,5,6,SynthSNR,4,human
2018849,249179,C,5,5,SynthSNR,4,human
56449,274300,D,7,12,HighSNR,3,human
61835,279620,D,7,13,HighSNR,3,human
2041967,261362,D,6,10,SynthSNR,2,human
2062147,279896,D,7,13,SynthSNR,3,human
49283,265569,D,7,11,HighSNR,3,human
2025458,251788,C,5,6,SynthSNR,4,human
2030742,254834,D,6,8,SynthSNR,2,human
36936,258885,D,6,9,HighSNR,2,human
2053290,270677,D,7,12,SynthSNR,3,human
2034826,255967,D,6,8,SynthSNR,2,human
57901,276368,D,7,13,HighSNR,3,human
2019409,249410,C,5,5,SynthSNR,4,human
53248,270560,D,7,12,HighSNR,3,human
2047806,264517,D,7,11,SynthSNR,3,human
37508,259476,D,6,9,HighSNR,2,human
21949,250842,C,5,6,HighSNR,4,human
54763,272571,D,7,12,HighSNR,3,human
2041685,261276,D,6,10,SynthSNR,2,human
2062959,280775,D,7,13,SynthSNR,3,human
2049909,267125,D,7,12,SynthSNR,3,human
2021510,250735,C,5,6,SynthSNR,4,human
2022889,251091,C,5,6,SynthSNR,4,human
2049492,265972,D,7,11,SynthSNR,3,human
2063225,280890,D,7,13,SynthSNR,3,human
20802,250378,C,5,5,HighSNR,4,human
2027049,252489,C,5,6,SynthSNR,4,human
2042182,261394,D,6,10,SynthSNR,2,human
31175,254981,D,6,8,HighSNR,2,human
58198,276576,D,7,13,HighSNR,3,human
20952,250489,C,5,5,HighSNR,4,human
2051856,269225,D,7,12,SynthSNR,3,human
2029028,253705,C,5,7,SynthSNR,4,human
56262,274139,D,7,12,HighSNR,3,human
41202,261191,D,6,10,HighSNR,2,human
712,593,A,3,3,HighSNR,8,animal
21718,250792,C,5,6,HighSNR,4,human
25544,251847,C,5,6,HighSNR,4,human
45307,263099,D,7,11,HighSNR,3,human
2053342,270761,D,7,12,SynthSNR,3,human
4854,1275,A,3,3,LowSNR,19,animal
2018042,248830,C,5,5,SynthSNR,4,human
18530,248978,C,5,5,HighSNR,4,human
2058351,276816,D,7,13,SynthSNR,3,human
62732,280561,D,7,13,HighSNR,3,human
2055690,273726,D,7,12,SynthSNR,3,human
2061551,279324,D,7,13,SynthSNR,3,human
64621,281837,D,7,13,HighSNR,3,human
41612,261271,D,6,10,HighSNR,2,human
42615,261519,D,6,10,HighSNR,2,human
48925,265337,D,7,11,HighSNR,3,human
3859,937,A,3,3,LowSNR,14,animal
2047966,264598,D,7,11,SynthSNR,3,human
2030842,254850,D,6,8,SynthSNR,2,human
30919,254860,D,6,8,HighSNR,2,human
2024903,251662,C,5,6,SynthSNR,4,human
18835,249164,C,5,5,HighSNR,4,human
58383,276818,D,7,13,HighSNR,3,human
2031085,254934,D,6,8,SynthSNR,2,human
25461,251788,C,5,6,HighSNR,4,human
2044290,262224,D,6,10,SynthSNR,2,human
4872,1282,A,3,3,LowSNR,19,animal
2031311,255007,D,6,8,SynthSNR,2,human
2033882,255686,D,6,8,SynthSNR,2,human
19649,249517,C,5,5,HighSNR,4,human
17605,248570,C,5,5,HighSNR,4,human
29556,254141,C,5,7,HighSNR,4,human
27189,252626,C,5,7,HighSNR,4,human
2039840,260907,D,6,10,SynthSNR,2,human
20961,250489,C,5,5,HighSNR,4,human
33643,255630,D,6,8,HighSNR,2,human
2055682,273726,D,7,12,SynthSNR,3,human
63471,280895,D,7,13,HighSNR,3,human
2030885,254860,D,6,8,SynthSNR,2,human
20023,249819,C,5,5,HighSNR,4,human
31125,254961,D,6,8,HighSNR,2,human
49667,266142,D,7,11,HighSNR,3,human
43869,262095,D,6,10,HighSNR,2,human
2059727,277870,D,7,13,SynthSNR,3,human
39005,260684,D,6,10,HighSNR,2,human
2027495,252739,C,5,7,SynthSNR,4,human
2063797,281061,D,7,13,SynthSNR,3,human
56727,274903,D,7,12,HighSNR,3,human
35862,258206,D,6,9,HighSNR,2,human
2032291,255332,D,6,8,SynthSNR,2,human
2018895,249202,C,5,5,SynthSNR,4,human
57545,275913,D,7,12,HighSNR,3,human
43693,262017,D,6,10,HighSNR,2,human
2059497,277718,D,7,13,SynthSNR,3,human
2052956,270427,D,7,12,SynthSNR,3,human
2042988,261554,D,6,10,SynthSNR,2,human
56595,274421,D,7,12,HighSNR,3,human
2041049,261160,D,6,10,SynthSNR,2,human
1181,1005,A,3,3,HighSNR,15,animal
2044823,262433,D,7,11,SynthSNR,3,human
2036753,258801,D,6,9,SynthSNR,2,human
2026866,252465,C,5,6,SynthSNR,4,human
4739,1232,A,3,3,LowSNR,18,animal
23994,251432,C,5,6,HighSNR,4,human
2034445,255862,D,6,8,SynthSNR,2,human
2005782,4,C,1,1,SynthSNR,27,human
2042769,261525,D,6,10,SynthSNR,2,human
4748,1235,A,3,3,LowSNR,18,animal
56548,274375,D,7,12,HighSNR,3,human
33284,255581,D,6,8,HighSNR,2,human
2040989,261143,D,6,10,SynthSNR,2,human
55777,273835,D,7,12,HighSNR,3,human
55782,273835,D,7,12,HighSNR,3,human
2042359,261431,D,6,10,SynthSNR,2,human
2016902,248226,C,5,5,SynthSNR,4,human
2027069,252496,C,5,6,SynthSNR,4,human
2001079,948,A,3,3,SynthSNR,14,animal
56491,274300,D,7,12,HighSNR,3,human
5666,1489,A,3,3,LowSNR,23,animal
2059531,277754,D,7,13,SynthSNR,3,human
2040774,261115,D,6,10,SynthSNR,2,human
53296,270677,D,7,12,HighSNR,3,human
30285,254741,D,6,8,HighSNR,2,human
16583,248101,C,5,5,HighSNR,4,human
2005932,60,C,1,1,SynthSNR,27,human
3854,937,A,3,3,LowSNR,14,animal
2053156,270497,D,7,12,SynthSNR,3,human
2057507,275744,D,7,12,SynthSNR,3,human
2017516,248539,C,5,5,SynthSNR,4,human
2045378,263101,D,7,11,SynthSNR,3,human
2055744,273806,D,7,12,SynthSNR,3,human
25543,251847,C,5,6,HighSNR,4,human
2038331,260597,D,6,10,SynthSNR,2,human
59267,277584,D,7,13,HighSNR,3,human
2020037,249840,C,5,5,SynthSNR,4,human
2035588,256761,D,6,8,SynthSNR,2,human
6304,218,D,4,4,HighSNR,30,human
2040758,261114,D,6,10,SynthSNR,2,human
44679,262321,D,7,11,HighSNR,3,human
2018819,249115,C,5,5,SynthSNR,4,human
23979,251432,C,5,6,HighSNR,4,human
16877,248213,C,5,5,HighSNR,4,human
3076,723,A,3,3,LowSNR,11,animal
39575,260833,D,6,10,HighSNR,2,human
2017820,248699,C,5,5,SynthSNR,4,human
2043133,261608,D,6,10,SynthSNR,2,human
2036092,258334,D,6,9,SynthSNR,2,human
2057006,275038,D,7,12,SynthSNR,3,human
46698,263896,D,7,11,HighSNR,3,human
35601,256761,D,6,8,HighSNR,2,human
24833,251643,C,5,6,HighSNR,4,human
2022962,251154,C,5,6,SynthSNR,4,human
2019296,249373,C,5,5,SynthSNR,4,human
2046540,263879,D,7,11,SynthSNR,3,human
48531,265106,D,7,11,HighSNR,3,human
2050713,267923,D,7,12,SynthSNR,3,human
37713,260063,D,6,9,HighSNR,2,human
21133,250652,C,5,5,HighSNR,4,human
5921,51,C,1,1,HighSNR,27,human
47400,264385,D,7,11,HighSNR,3,human
18183,248871,C,5,5,HighSNR,4,human
30162,254709,D,6,8,HighSNR,2,human
2064724,281936,D,7,13,SynthSNR,3,human
2027353,252699,C,5,7,SynthSNR,4,human
52467,269996,D,7,12,HighSNR,3,human
2029977,254604,C,5,7,SynthSNR,4,human
44386,262249,D,7,11,HighSNR,3,human
57290,275737,D,7,12,HighSNR,3,human
35575,256744,D,6,8,HighSNR,2,human
2022611,251019,C,5,6,SynthSNR,4,human
2024055,251446,C,5,6,SynthSNR,4,human
2061175,278913,D,7,13,SynthSNR,3,human
41944,261354,D,6,10,HighSNR,2,human
48271,264725,D,7,11,HighSNR,3,human
2022335,250945,C,5,6,SynthSNR,4,human
2049068,265380,D,7,11,SynthSNR,3,human
37127,258954,D,6,9,HighSNR,2,human
28842,253547,C,5,7,HighSNR,4,human
2049699,266142,D,7,11,SynthSNR,3,human
2037973,260233,D,6,9,SynthSNR,2,human
32190,255320,D,6,8,HighSNR,2,human
2064210,281472,D,7,13,SynthSNR,3,human
57735,276306,D,7,13,HighSNR,3,human
24731,251615,C,5,6,HighSNR,4,human
18273,248909,C,5,5,HighSNR,4,human
19251,249357,C,5,5,HighSNR,4,human
3267,777,A,3,3,LowSNR,13,animal
2021293,250674,C,5,5,SynthSNR,4,human
5310,1398,A,3,3,LowSNR,20,animal
2050609,267807,D,7,12,SynthSNR,3,human
60749,278632,D,7,13,HighSNR,3,human
64031,281166,D,7,13,HighSNR,3,human
2025746,251930,C,5,6,SynthSNR,4,human
55199,273116,D,7,12,HighSNR,3,human
34913,256192,D,6,8,HighSNR,2,human
50419,267515,D,7,12,HighSNR,3,human
59405,277637,D,7,13,HighSNR,3,human
23769,251365,C,5,6,HighSNR,4,human
25770,251933,C,5,6,HighSNR,4,human
24659,251589,C,5,6,HighSNR,4,human
2034359,255833,D,6,8,SynthSNR,2,human
26334,252190,C,5,6,HighSNR,4,human
2049440,265909,D,7,11,SynthSNR,3,human
22131,250930,C,5,6,HighSNR,4,human
2064270,281505,D,7,13,SynthSNR,3,human
2050036,267192,D,7,12,SynthSNR,3,human
2040288,261043,D,6,10,SynthSNR,2,human
55482,273468,D,7,12,HighSNR,3,human
10318,248608,C,5,5,LowSNR,4,human
55117,273049,D,7,12,HighSNR,3,human
2022246,250941,C,5,6,SynthSNR,4,human
2056139,274095,D,7,12,SynthSNR,3,human
3719,892,A,3,3,LowSNR,14,animal
30940,254870,D,6,8,HighSNR,2,human
27038,252489,C,5,6,HighSNR,4,human
26004,251979,C,5,6,HighSNR,4,human
2032512,255378,D,6,8,SynthSNR,2,human
40968,261141,D,6,10,HighSNR,2,human
2017277,248457,C,5,5,SynthSNR,4,human
63330,280892,D,7,13,HighSNR,3,human
42453,261460,D,6,10,HighSNR,2,human
2054867,272626,D,7,12,SynthSNR,3,human
23646,251333,C,5,6,HighSNR,4,human
2052388,269990,D,7,12,SynthSNR,3,human
48046,264646,D,7,11,HighSNR,3,human
3118,730,A,3,3,LowSNR,12,animal
41985,261362,D,6,10,HighSNR,2,human
31838,255246,D,6,8,HighSNR,2,human
2058132,276545,D,7,13,SynthSNR,3,human
2061275,279133,D,7,13,SynthSNR,3,human
59181,277513,D,7,13,HighSNR,3,human
4238,1078,A,3,3,LowSNR,15,animal
2019115,249288,C,5,5,SynthSNR,4,human
2019110,249284,C,5,5,SynthSNR,4,human
2046968,264043,D,7,11,SynthSNR,3,human
2032535,255389,D,6,8,SynthSNR,2,human
60289,278475,D,7,13,HighSNR,3,human
63407,280893,D,7,13,HighSNR,3,human
2045807,263509,D,7,11,SynthSNR,3,human
2020784,250378,C,5,5,SynthSNR,4,human
2000088,80,C,1,1,SynthSNR,28,animal
256,236,D,4,4,HighSNR,30,animal
55803,273835,D,7,12,HighSNR,3,human
2057391,275740,D,7,12,SynthSNR,3,human
2054753,272571,D,7,12,SynthSNR,3,human
2021943,250842,C,5,6,SynthSNR,4,human
59925,278048,D,7,13,HighSNR,3,human
2001007,931,A,3,3,SynthSNR,14,animal
2018854,249179,C,5,5,SynthSNR,4,human
37550,259523,D,6,9,HighSNR,2,human
2017693,248589,C,5,5,SynthSNR,4,human
61319,279209,D,7,13,HighSNR,3,human
2057912,276368,D,7,13,SynthSNR,3,human
43948,262104,D,6,10,HighSNR,2,human
2001172,1005,A,3,3,SynthSNR,15,animal
2037323,259125,D,6,9,SynthSNR,2,human
2020637,250232,C,5,5,SynthSNR,4,human
48100,264655,D,7,11,HighSNR,3,human
42753,261524,D,6,10,HighSNR,2,human
2042951,261554,D,6,10,SynthSNR,2,human
48322,264929,D,7,11,HighSNR,3,human
2044863,262571,D,7,11,SynthSNR,3,human
40307,261046,D,6,10,HighSNR,2,human
52888,270422,D,7,12,HighSNR,3,human
2028345,253232,C,5,7,SynthSNR,4,human
2016778,248175,C,5,5,SynthSNR,4,human
26287,252148,C,5,6,HighSNR,4,human
2000575,436,A,2,2,SynthSNR,20,animal
35234,256464,D,6,8,HighSNR,2,human
2851,650,A,3,3,LowSNR,10,animal
29411,254006,C,5,7,HighSNR,4,human
54583,272034,D,7,12,HighSNR,3,human
2030144,254709,D,6,8,SynthSNR,2,human
52986,270427,D,7,12,HighSNR,3,human
59951,278048,D,7,13,HighSNR,3,human
2049546,266055,D,7,11,SynthSNR,3,human
45115,262707,D,7,11,HighSNR,3,human
2046862,263971,D,7,11,SynthSNR,3,human
16664,248119,C,5,5,HighSNR,4,human
42461,261468,D,6,10,HighSNR,2,human
2043627,261949,D,6,10,SynthSNR,2,human
2045786,263509,D,7,11,SynthSNR,3,human
2020681,250294,C,5,5,SynthSNR,4,human
2047194,264252,D,7,11,SynthSNR,3,human
46628,263883,D,7,11,HighSNR,3,human
2049889,267125,D,7,12,SynthSNR,3,human
51003,268482,D,7,12,HighSNR,3,human
19463,249431,C,5,5,HighSNR,4,human
2040397,261068,D,6,10,SynthSNR,2,human
2048885,265337,D,7,11,SynthSNR,3,human
2043801,262058,D,6,10,SynthSNR,2,human
35545,256740,D,6,8,HighSNR,2,human
42135,261382,D,6,10,HighSNR,2,human
2032592,255405,D,6,8,SynthSNR,2,human
4219,1066,A,3,3,LowSNR,15,animal
39081,260701,D,6,10,HighSNR,2,human
36812,258837,D,6,9,HighSNR,2,human
2048604,265111,D,7,11,SynthSNR,3,human
2025927,251959,C,5,6,SynthSNR,4,human
26423,252239,C,5,6,HighSNR,4,human
2036006,258295,D,6,9,SynthSNR,2,human
2027363,252699,C,5,7,SynthSNR,4,human
2019949,249741,C,5,5,SynthSNR,4,human
2044434,262250,D,7,11,SynthSNR,3,human
62441,280341,D,7,13,HighSNR,3,human
2041020,261152,D,6,10,SynthSNR,2,human
43912,262095,D,6,10,HighSNR,2,human
3177,752,A,3,3,LowSNR,12,animal
62493,280374,D,7,13,HighSNR,3,human
56229,274096,D,7,12,HighSNR,3,human
2061021,278788,D,7,13,SynthSNR,3,human
3157,751,A,3,3,LowSNR,12,animal
27086,252533,C,5,7,HighSNR,4,human
63173,280889,D,7,13,HighSNR,3,human
17236,248449,C,5,5,HighSNR,4,human
62980,280824,D,7,13,HighSNR,3,human
2016536,248061,C,5,5,SynthSNR,4,human
56396,274184,D,7,12,HighSNR,3,human
44052,262120,D,6,10,HighSNR,2,human
6167,177,C,1,1,HighSNR,25,human
42588,261503,D,6,10,HighSNR,2,human
51573,269041,D,7,12,HighSNR,3,human
2027428,252711,C,5,7,SynthSNR,4,human
41517,261250,D,6,10,HighSNR,2,human
51513,268920,D,7,12,HighSNR,3,human
60321,278475,D,7,13,HighSNR,3,human
2035126,256317,D,6,8,SynthSNR,2,human
27552,252756,C,5,7,HighSNR,4,human
2049213,265513,D,7,11,SynthSNR,3,human
2062364,280239,D,7,13,SynthSNR,3,human
2035802,258205,D,6,9,SynthSNR,2,human
2023104,251212,C,5,6,SynthSNR,4,human
50729,267940,D,7,12,HighSNR,3,human
2021721,250792,C,5,6,SynthSNR,4,human
2058062,276499,D,7,13,SynthSNR,3,human
2038497,260641,D,6,10,SynthSNR,2,human
2022624,251022,C,5,6,SynthSNR,4,human
2035284,256574,D,6,8,SynthSNR,2,human
47062,264076,D,7,11,HighSNR,3,human
2030882,254860,D,6,8,SynthSNR,2,human
2033023,255492,D,6,8,SynthSNR,2,human
23093,251212,C,5,6,HighSNR,4,human
46862,263971,D,7,11,HighSNR,3,human
2044961,262577,D,7,11,SynthSNR,3,human
23141,251232,C,5,6,HighSNR,4,human
2017093,248378,C,5,5,SynthSNR,4,human
2042370,261437,D,6,10,SynthSNR,2,human
2023543,251329,C,5,6,SynthSNR,4,human
2031646,255142,D,6,8,SynthSNR,2,human
2050412,267515,D,7,12,SynthSNR,3,human
2153,342,D,4,4,LowSNR,32,animal
2035620,256772,D,6,8,SynthSNR,2,human
2062810,280585,D,7,13,SynthSNR,3,human
27710,252841,C,5,7,HighSNR,4,human
2063415,280893,D,7,13,SynthSNR,3,human
2028785,253497,C,5,7,SynthSNR,4,human
2049374,265613,D,7,11,SynthSNR,3,human
21650,250767,C,5,6,HighSNR,4,human
2057448,275744,D,7,12,SynthSNR,3,human
2019556,249475,C,5,5,SynthSNR,4,human
21418,250722,C,5,6,HighSNR,4,human
2034128,255815,D,6,8,SynthSNR,2,human
2035150,256361,D,6,8,SynthSNR,2,human
2026372,252215,C,5,6,SynthSNR,4,human
2034943,256242,D,6,8,SynthSNR,2,human
60707,278615,D,7,13,HighSNR,3,human
25342,251751,C,5,6,HighSNR,4,human
2022130,250930,C,5,6,SynthSNR,4,human
2024511,251585,C,5,6,SynthSNR,4,human
38388,260604,D,6,10,HighSNR,2,human
37348,259185,D,6,9,HighSNR,2,human
2025503,251823,C,5,6,SynthSNR,4,human
2020584,250194,C,5,5,SynthSNR,4,human
23935,251404,C,5,6,HighSNR,4,human
2053914,271495,D,7,12,SynthSNR,3,human
2054497,272029,D,7,12,SynthSNR,3,human
2061910,279643,D,7,13,SynthSNR,3,human
2041920,261354,D,6,10,SynthSNR,2,human
32526,255378,D,6,8,HighSNR,2,human
2034923,256192,D,6,8,SynthSNR,2,human
2039807,260896,D,6,10,SynthSNR,2,human
2022187,250930,C,5,6,SynthSNR,4,human
29204,253858,C,5,7,HighSNR,4,human
43190,261623,D,6,10,HighSNR,2,human
43215,261624,D,6,10,HighSNR,2,human
19964,249754,C,5,5,HighSNR,4,human
2052890,270422,D,7,12,SynthSNR,3,human
57887,276368,D,7,13,HighSNR,3,human
2024621,251589,C,5,6,SynthSNR,4,human
19371,249391,C,5,5,HighSNR,4,human
30661,254824,D,6,8,HighSNR,2,human
2052936,270427,D,7,12,SynthSNR,3,human
2022316,250945,C,5,6,SynthSNR,4,human
2061608,279348,D,7,13,SynthSNR,3,human
2058184,276545,D,7,13,SynthSNR,3,human
2064040,281166,D,7,13,SynthSNR,3,human
204,191,C,1,1,HighSNR,24,animal
32786,255455,D,6,8,HighSNR,2,human
59100,277496,D,7,13,HighSNR,3,human
47002,264067,D,7,11,HighSNR,3,human
40933,261137,D,6,10,HighSNR,2,human
2019879,249667,C,5,5,SynthSNR,4,human
10548,255419,D,6,8,LowSNR,2,human
2025520,251847,C,5,6,SynthSNR,4,human
52149,269512,D,7,12,HighSNR,3,human
3645,878,A,3,3,LowSNR,14,animal
2026732,252378,C,5,6,SynthSNR,4,human
41514,261249,D,6,10,HighSNR,2,human
39793,260896,D,6,10,HighSNR,2,human
2028699,253415,C,5,7,SynthSNR,4,human
2020969,250489,C,5,5,SynthSNR,4,human
40423,261068,D,6,10,HighSNR,2,human
2063166,280889,D,7,13,SynthSNR,3,human
33611,255630,D,6,8,HighSNR,2,human
16925,248226,C,5,5,HighSNR,4,human
5578,1470,A,3,3,LowSNR,23,animal
2046737,263945,D,7,11,SynthSNR,3,human
64687,281897,D,7,13,HighSNR,3,human
2053968,271520,D,7,12,SynthSNR,3,human
63157,280879,D,7,13,HighSNR,3,human
52594,270037,D,7,12,HighSNR,3,human
2064701,281936,D,7,13,SynthSNR,3,human
2024875,251658,C,5,6,SynthSNR,4,human
24566,251587,C,5,6,HighSNR,4,human
1373,1078,A,3,3,HighSNR,15,animal
35421,256665,D,6,8,HighSNR,2,human
21637,250765,C,5,6,HighSNR,4,human
4280,1090,A,3,3,LowSNR,16,animal
2027269,252670,C,5,7,SynthSNR,4,human
2039313,260752,D,6,10,SynthSNR,2,human
2031964,255265,D,6,8,SynthSNR,2,human
2039281,260752,D,6,10,SynthSNR,2,human
55826,273996,D,7,12,HighSNR,3,human
2046878,263994,D,7,11,SynthSNR,3,human
